roll_no,image_id_1,image_id_2,similarity_score
Laura_Bozzo,0002,0004,0.527604
Laura_Bozzo,0002,0003,0.5136175
Laura_Bozzo,0004,0003,0.6605989
Denis_Fassou-Nguesso,0002,0001,0.57198995
Denis_Fassou-Nguesso,0002,0003,0.7326815
Denis_Fassou-Nguesso,0001,0003,0.62935895
David_Bisbal,0002,0004,0.6121358
David_Bisbal,0002,0001,0.6118053
David_Bisbal,0002,0003,0.56565845
David_Bisbal,0004,0001,0.5936551
David_Bisbal,0004,0003,0.4760968
David_Bisbal,0001,0003,0.5688099
Katja_Riemann,0002,0001,0.631581
Katja_Riemann,0002,0004,0.5929347
Katja_Riemann,0002,0003,0.6685966
Katja_Riemann,0001,0004,0.67651725
Katja_Riemann,0001,0003,0.62187743
Katja_Riemann,0004,0003,0.5848434
Aaron_Eckhart,0001,0002,0.5643163
Richard_Chamberlain,0001,0003,0.40037686
Richard_Chamberlain,0001,0004,0.3645217
Richard_Chamberlain,0001,0002,0.5173671
Richard_Chamberlain,0003,0004,0.6684515
Richard_Chamberlain,0003,0002,0.61521477
Richard_Chamberlain,0004,0002,0.6056505
Anderson_Varejao,0002,0003,0.4630169
Anderson_Varejao,0002,0004,0.6488371
Anderson_Varejao,0002,0001,0.50794035
Anderson_Varejao,0003,0004,0.51478016
Anderson_Varejao,0003,0001,0.5832912
Anderson_Varejao,0004,0001,0.5144595
Connie_Chung,0001,0004,0.6025437
Connie_Chung,0001,0002,0.76575637
Connie_Chung,0001,0003,0.63707745
Connie_Chung,0004,0002,0.64810467
Connie_Chung,0004,0003,0.8062062
Connie_Chung,0002,0003,0.6148679
Jonathan_Byrd,0002,0001,0.56364197
Mark_Warner,0002,0001,0.6650165
Eunice_Barber,0001,0002,0.5922453
John_Baldacci,0003,0001,0.64181674
John_Baldacci,0003,0002,0.5721271
John_Baldacci,0001,0002,0.59076
Garth_Drabinsky,0004,0001,0.4644487
Garth_Drabinsky,0004,0003,0.71069926
Garth_Drabinsky,0004,0002,0.4523819
Garth_Drabinsky,0001,0003,0.47538418
Garth_Drabinsky,0001,0002,0.5848038
Garth_Drabinsky,0003,0002,0.48217422
Larry_Lindsey,0001,0002,0.75977695
Ester_Canadas,0001,0003,-0.0133815035
Ester_Canadas,0001,0004,0.5892431
Ester_Canadas,0001,0002,0.76850545
Ester_Canadas,0003,0004,-0.0223751
Ester_Canadas,0003,0002,0.05094476
Ester_Canadas,0004,0002,0.60333794
Jim_Edmonds,0002,0001,0.5925978
Jim_Edmonds,0002,0003,0.7054364
Jim_Edmonds,0001,0003,0.5092589
Abel_Aguilar,0001,0002,0.7147546
Abel_Aguilar,0001,0003,0.64701855
Abel_Aguilar,0001,0004,0.729437
Abel_Aguilar,0002,0003,0.7179533
Abel_Aguilar,0002,0004,0.78315157
Abel_Aguilar,0003,0004,0.6148372
Kenneth_Branagh,0003,0004,0.737028
Kenneth_Branagh,0003,0001,0.58852744
Kenneth_Branagh,0003,0002,0.71605873
Kenneth_Branagh,0004,0001,0.5793301
Kenneth_Branagh,0004,0002,0.6229873
Kenneth_Branagh,0001,0002,0.6762262
Princess_Diana,0002,0003,0.47071093
Princess_Diana,0002,0001,0.53702676
Princess_Diana,0002,0004,0.45715064
Princess_Diana,0003,0001,0.5733576
Princess_Diana,0003,0004,0.5641279
Princess_Diana,0001,0004,0.4733817
Irv_Nathan,0002,0001,0.65766424
Dennis_Franchione,0001,0002,0.6438154
Keith_Van_Horn,0002,0001,0.5730675
Aung_San_Suu_Kyi,0002,0001,0.41584367
Yu_Shyi-kun,0001,0002,0.3526668
Yu_Shyi-kun,0001,0003,0.29637316
Yu_Shyi-kun,0002,0003,0.64686453
Eduardo_Romero,0001,0002,0.015379557
Yukio_Hatoyama,0002,0001,0.54075176
Yukio_Hatoyama,0002,0004,0.7498481
Yukio_Hatoyama,0002,0003,0.76609725
Yukio_Hatoyama,0001,0004,0.5558888
Yukio_Hatoyama,0001,0003,0.6060671
Yukio_Hatoyama,0004,0003,0.70354503
Joey_Mantia,0001,0002,0.6046436
Joey_Mantia,0001,0004,0.54780173
Joey_Mantia,0001,0003,0.51755905
Joey_Mantia,0002,0004,0.7299542
Joey_Mantia,0002,0003,0.740097
Joey_Mantia,0004,0003,0.71742034
Daniel_Coats,0002,0001,0.60976523
Daniel_Coats,0002,0003,0.67661667
Daniel_Coats,0001,0003,0.5677775
Philippe_Noiret,0001,0004,0.5749652
Philippe_Noiret,0001,0003,0.53195703
Philippe_Noiret,0001,0002,0.36974862
Philippe_Noiret,0004,0003,0.60392666
Philippe_Noiret,0004,0002,0.4587536
Philippe_Noiret,0003,0002,0.39257312
Laura_Flessel,0003,0002,0.70035356
Laura_Flessel,0003,0001,0.5689838
Laura_Flessel,0003,0004,0.66557854
Laura_Flessel,0002,0001,0.5864082
Laura_Flessel,0002,0004,0.5963013
Laura_Flessel,0001,0004,0.47669446
Olympia_Dukakis,0002,0001,0.43670213
Olympia_Dukakis,0002,0003,0.56676257
Olympia_Dukakis,0002,0004,0.59993756
Olympia_Dukakis,0001,0003,0.46748793
Olympia_Dukakis,0001,0004,0.49983796
Olympia_Dukakis,0003,0004,0.73898697
Robert_Morvillo,0002,0001,0.5557985
Mary_Blige,0001,0002,0.59356487
Mary_Blige,0001,0003,0.61940885
Mary_Blige,0002,0003,0.59394073
Jesse_Ventura,0001,0002,0.8410083
Jesse_Ventura,0001,0003,0.6857419
Jesse_Ventura,0001,0004,0.7884072
Jesse_Ventura,0002,0003,0.70847136
Jesse_Ventura,0002,0004,0.7966336
Jesse_Ventura,0003,0004,0.80758595
Princess_Maxima,0002,0004,0.52892965
Princess_Maxima,0002,0003,0.63211995
Princess_Maxima,0002,0001,0.58869267
Princess_Maxima,0004,0003,0.6392342
Princess_Maxima,0004,0001,0.5383451
Princess_Maxima,0003,0001,0.5278636
Rupert_Grint,0002,0003,0.6912879
Rupert_Grint,0002,0004,0.5979774
Rupert_Grint,0002,0001,0.70445067
Rupert_Grint,0003,0004,0.67400503
Rupert_Grint,0003,0001,0.62678176
Rupert_Grint,0004,0001,0.5513949
John_Starks,0003,0002,0.76740474
John_Starks,0003,0001,0.7507887
John_Starks,0002,0001,0.8370515
Ingrid_Betancourt,0001,0002,0.7124193
Ingrid_Betancourt,0001,0004,0.601608
Ingrid_Betancourt,0001,0003,0.6614714
Ingrid_Betancourt,0002,0004,0.6759715
Ingrid_Betancourt,0002,0003,0.72114825
Ingrid_Betancourt,0004,0003,0.7371845
Julie_Andrews,0001,0002,0.48613182
Julie_Andrews,0001,0004,0.39525026
Julie_Andrews,0001,0003,0.3914442
Julie_Andrews,0002,0004,0.42837608
Julie_Andrews,0002,0003,0.4076208
Julie_Andrews,0004,0003,0.68836206
Ilan_Ramon,0004,0002,0.555691
Ilan_Ramon,0004,0003,0.551209
Ilan_Ramon,0004,0001,0.45772836
Ilan_Ramon,0002,0003,0.59223825
Ilan_Ramon,0002,0001,0.48334706
Ilan_Ramon,0003,0001,0.47680822
Stacey_Dales-Schuman,0001,0002,0.5047529
Brandon_Webb,0001,0002,0.42928058
John_Stallworth,0002,0003,0.48121664
John_Stallworth,0002,0001,0.73414135
John_Stallworth,0003,0001,0.48021555
Mitt_Romney,0002,0001,0.5355993
Mitt_Romney,0002,0003,0.5482603
Mitt_Romney,0002,0004,0.6522324
Mitt_Romney,0001,0003,0.37390164
Mitt_Romney,0001,0004,0.48030084
Mitt_Romney,0003,0004,0.654971
Bing_Crosby,0003,0002,0.5172012
Bing_Crosby,0003,0001,0.57520676
Bing_Crosby,0002,0001,0.7418139
Stephen_Webster,0001,0002,0.59723675
Prakash_Hinduja,0001,0002,0.5868044
Prakash_Hinduja,0001,0003,0.37913346
Prakash_Hinduja,0002,0003,0.4422921
Sterling_Hitchcock,0002,0001,0.5521955
Sterling_Hitchcock,0002,0003,0.7404618
Sterling_Hitchcock,0001,0003,0.507069
Ray_Lucas,0001,0002,0.4825168
Shawn_Marion,0001,0002,0.53307277
Conrad_Black,0002,0001,0.6096158
Conrad_Black,0002,0003,0.4415243
Conrad_Black,0002,0004,0.5080774
Conrad_Black,0001,0003,0.47676563
Conrad_Black,0001,0004,0.5532776
Conrad_Black,0003,0004,0.71076536
Ray_Romano,0002,0001,0.715719
Jon_Corzine,0002,0001,0.4420476
Sally_Field,0002,0001,0.55662
Gro_Harlem_Brundtland,0001,0004,0.4819042
Gro_Harlem_Brundtland,0001,0003,0.50931305
Gro_Harlem_Brundtland,0001,0002,0.63973254
Gro_Harlem_Brundtland,0004,0003,0.7321979
Gro_Harlem_Brundtland,0004,0002,0.55369544
Gro_Harlem_Brundtland,0003,0002,0.580302
Charlie_Sheen,0001,0002,0.54647195
Charlie_Sheen,0001,0003,0.42864943
Charlie_Sheen,0002,0003,0.56054485
Tony_LaRussa,0003,0001,0.57562876
Tony_LaRussa,0003,0004,0.78898764
Tony_LaRussa,0003,0002,0.6701816
Tony_LaRussa,0001,0004,0.5860647
Tony_LaRussa,0001,0002,0.60465276
Tony_LaRussa,0004,0002,0.62442005
Luis_Figo,0004,0001,0.7338252
Luis_Figo,0004,0003,0.7069956
Luis_Figo,0004,0002,0.78139794
Luis_Figo,0001,0003,0.7632526
Luis_Figo,0001,0002,0.72254133
Luis_Figo,0003,0002,0.7820184
Denys_Arcand,0004,0003,0.76477903
Denys_Arcand,0004,0002,0.6291201
Denys_Arcand,0004,0001,0.56927013
Denys_Arcand,0003,0002,0.769472
Denys_Arcand,0003,0001,0.659882
Denys_Arcand,0002,0001,0.62896293
Moon-So-ri,0002,0001,0.5927111
Zhong_Nanshan,0001,0002,0.55863
Zhong_Nanshan,0001,0003,0.45740888
Zhong_Nanshan,0001,0004,0.44640046
Zhong_Nanshan,0002,0003,0.69988596
Zhong_Nanshan,0002,0004,0.62941974
Zhong_Nanshan,0003,0004,0.81608653
Jimmy_Carter,0001,0003,0.5532882
Jimmy_Carter,0001,0002,0.7123152
Jimmy_Carter,0003,0002,0.674029
Ciro_Gomes,0001,0004,0.5628011
Ciro_Gomes,0001,0003,0.5665199
Ciro_Gomes,0001,0002,0.5316503
Ciro_Gomes,0004,0003,0.72493243
Ciro_Gomes,0004,0002,0.62713504
Ciro_Gomes,0003,0002,0.64169765
Mark_Cuban,0003,0001,0.5427728
Mark_Cuban,0003,0004,0.5965594
Mark_Cuban,0003,0002,0.6328479
Mark_Cuban,0001,0004,0.6131731
Mark_Cuban,0001,0002,0.6039673
Mark_Cuban,0004,0002,0.56845766
Giannina_Facio,0002,0003,0.7095396
Giannina_Facio,0002,0001,0.5791588
Giannina_Facio,0003,0001,0.5997796
Barry_Diller,0002,0001,0.47246832
Calista_Flockhart,0001,0002,0.643805
Mira_Sorvino,0002,0001,0.40627027
Mira_Sorvino,0002,0003,0.70356464
Mira_Sorvino,0002,0004,0.6464604
Mira_Sorvino,0001,0003,0.49638143
Mira_Sorvino,0001,0004,0.47947305
Mira_Sorvino,0003,0004,0.7825204
Jacques_Kallis,0003,0002,0.51644844
Jacques_Kallis,0003,0004,0.63494754
Jacques_Kallis,0003,0001,0.5529556
Jacques_Kallis,0002,0004,0.56852496
Jacques_Kallis,0002,0001,0.7277523
Jacques_Kallis,0004,0001,0.6425095
Ali_Fallahian,0001,0003,0.51347196
Ali_Fallahian,0001,0002,0.5098635
Ali_Fallahian,0003,0002,0.767261
Rahul_Dravid,0001,0004,0.7142565
Rahul_Dravid,0001,0002,0.6464553
Rahul_Dravid,0001,0003,0.68284726
Rahul_Dravid,0004,0002,0.6508952
Rahul_Dravid,0004,0003,0.7501364
Rahul_Dravid,0002,0003,0.5806334
Richard_Branson,0002,0001,0.693887
Ruth_Dreifuss,0003,0002,0.65657115
Ruth_Dreifuss,0003,0001,0.59446216
Ruth_Dreifuss,0002,0001,0.71115214
Maria_Bello,0001,0002,0.5874728
Maria_Bello,0001,0003,0.646218
Maria_Bello,0001,0004,0.6290982
Maria_Bello,0002,0003,0.5567974
Maria_Bello,0002,0004,0.6020793
Maria_Bello,0003,0004,0.5698818
Lauren_Killian,0002,0001,0.5813333
Bob_Newhart,0001,0002,0.3332324
Bob_Newhart,0001,0003,0.21644808
Bob_Newhart,0001,0004,0.3986878
Bob_Newhart,0002,0003,0.37261623
Bob_Newhart,0002,0004,0.5611738
Bob_Newhart,0003,0004,0.5939851
Ted_Turner,0002,0004,0.4031112
Ted_Turner,0002,0003,0.5462886
Ted_Turner,0002,0001,0.5742802
Ted_Turner,0004,0003,0.7332717
Ted_Turner,0004,0001,0.2091465
Ted_Turner,0003,0001,0.3254817
Edward_Albee,0002,0001,0.45596087
Diego_Armando_Maradona,0004,0002,0.5530003
Diego_Armando_Maradona,0004,0003,0.7312927
Diego_Armando_Maradona,0004,0001,0.58189166
Diego_Armando_Maradona,0002,0003,0.56253827
Diego_Armando_Maradona,0002,0001,0.65074646
Diego_Armando_Maradona,0003,0001,0.6111066
Patsy_Kensit,0002,0001,0.49871686
Rocco_Buttiglione,0001,0003,0.62564653
Rocco_Buttiglione,0001,0004,0.6694714
Rocco_Buttiglione,0001,0002,0.699313
Rocco_Buttiglione,0003,0004,0.66856205
Rocco_Buttiglione,0003,0002,0.6499983
Rocco_Buttiglione,0004,0002,0.5971979
Li_Ka-shing,0001,0002,0.40634355
Li_Ka-shing,0001,0003,0.4007801
Li_Ka-shing,0002,0003,0.64631027
Carlos_Beltran,0002,0001,0.73645306
Todd_Parrott,0001,0002,-0.0036657676
Donatella_Versace,0002,0001,0.6263972
Ambrose_Lee,0001,0003,0.5975311
Ambrose_Lee,0001,0004,0.7227007
Ambrose_Lee,0001,0002,0.71185017
Ambrose_Lee,0003,0004,0.7035675
Ambrose_Lee,0003,0002,0.7397
Ambrose_Lee,0004,0002,0.6821883
Al_Sharpton,0002,0004,0.52484083
Al_Sharpton,0002,0003,0.51357394
Al_Sharpton,0002,0001,0.62615037
Al_Sharpton,0004,0003,0.73461986
Al_Sharpton,0004,0001,0.42891306
Al_Sharpton,0003,0001,0.3467778
Bill_Guerin,0002,0001,0.60509837
Kimora_Lee,0001,0002,0.6936039
Bob_Petrino,0001,0002,0.7469356
Benedita_da_Silva,0001,0003,0.6563714
Benedita_da_Silva,0001,0002,0.59129393
Benedita_da_Silva,0003,0002,0.7331212
Michael_Jordan,0001,0003,0.43432868
Michael_Jordan,0001,0002,0.49035776
Michael_Jordan,0003,0002,0.69350165
Tom_Craddick,0002,0001,0.06613681
Tom_Craddick,0002,0003,0.07453899
Tom_Craddick,0002,0004,0.029941823
Tom_Craddick,0001,0003,0.4439057
Tom_Craddick,0001,0004,0.4272287
Tom_Craddick,0003,0004,0.7434637
Scott_Ritter,0002,0001,0.6702908
Jose_Luis_Chilavert,0003,0002,0.6341812
Jose_Luis_Chilavert,0003,0001,0.6661664
Jose_Luis_Chilavert,0002,0001,0.8386206
Ronaldo_Luis_Nazario_de_Lima,0004,0002,0.771633
Ronaldo_Luis_Nazario_de_Lima,0004,0003,0.6931846
Ronaldo_Luis_Nazario_de_Lima,0004,0001,0.6110671
Ronaldo_Luis_Nazario_de_Lima,0002,0003,0.71592486
Ronaldo_Luis_Nazario_de_Lima,0002,0001,0.63666975
Ronaldo_Luis_Nazario_de_Lima,0003,0001,0.49725223
Eve_Pelletier,0003,0002,0.54251707
Eve_Pelletier,0003,0004,0.7471945
Eve_Pelletier,0003,0001,0.58941126
Eve_Pelletier,0002,0004,0.53304684
Eve_Pelletier,0002,0001,0.5525696
Eve_Pelletier,0004,0001,0.58599406
Lisa_Leslie,0002,0001,0.7359233
Alexander_Lukashenko,0003,0001,0.5605699
Alexander_Lukashenko,0003,0002,0.7799008
Alexander_Lukashenko,0001,0002,0.6193223
Doug_Christie,0001,0004,0.660485
Doug_Christie,0001,0002,0.6143258
Doug_Christie,0001,0003,0.6046248
Doug_Christie,0004,0002,0.7276657
Doug_Christie,0004,0003,0.8042304
Doug_Christie,0002,0003,0.661272
Katie_Smith,0001,0002,0.6137646
Katie_Smith,0001,0003,0.5756198
Katie_Smith,0002,0003,0.6851241
Franck_Cerutti,0002,0001,0.7067747
Dennis_Kucinich,0001,0002,0.5712777
George_Murphy,0001,0002,0.5267087
Albert_Montanes,0002,0003,0.6831023
Albert_Montanes,0002,0001,0.57093465
Albert_Montanes,0002,0004,0.68850553
Albert_Montanes,0003,0001,0.5912996
Albert_Montanes,0003,0004,0.68206525
Albert_Montanes,0001,0004,0.5772036
Patrick_Bourrat,0003,0002,0.6355962
Patrick_Bourrat,0003,0001,0.6337821
Patrick_Bourrat,0002,0001,0.5462048
Alan_Tang_Kwong-wing,0002,0003,0.5333592
Alan_Tang_Kwong-wing,0002,0001,0.661824
Alan_Tang_Kwong-wing,0002,0004,0.55217963
Alan_Tang_Kwong-wing,0003,0001,0.5648794
Alan_Tang_Kwong-wing,0003,0004,0.76848173
Alan_Tang_Kwong-wing,0001,0004,0.5551291
Alfonso_Cuaron,0004,0002,0.6393182
Alfonso_Cuaron,0004,0001,0.59782565
Alfonso_Cuaron,0004,0003,0.6903949
Alfonso_Cuaron,0002,0001,0.668097
Alfonso_Cuaron,0002,0003,0.72240895
Alfonso_Cuaron,0001,0003,0.5937626
Christopher_Reeve,0002,0001,0.6354394
Christopher_Reeve,0002,0003,0.47995475
Christopher_Reeve,0002,0004,0.50451535
Christopher_Reeve,0001,0003,0.38313884
Christopher_Reeve,0001,0004,0.4204527
Christopher_Reeve,0003,0004,0.8475216
Gavyn_Davies,0002,0001,0.68259364
Sarah_Jessica_Parker,0004,0003,0.73379266
Sarah_Jessica_Parker,0004,0002,0.4861401
Sarah_Jessica_Parker,0004,0001,0.49995154
Sarah_Jessica_Parker,0003,0002,0.47790474
Sarah_Jessica_Parker,0003,0001,0.44853863
Sarah_Jessica_Parker,0002,0001,0.56385195
Ismail_Abu_Shanab,0004,0002,0.7676983
Ismail_Abu_Shanab,0004,0001,0.20930493
Ismail_Abu_Shanab,0004,0003,0.75835407
Ismail_Abu_Shanab,0002,0001,0.18919316
Ismail_Abu_Shanab,0002,0003,0.7593994
Ismail_Abu_Shanab,0001,0003,0.117843546
Princess_Elisabeth,0002,0001,0.35924488
Rena_Sofer,0003,0004,0.6650706
Rena_Sofer,0003,0002,0.5063213
Rena_Sofer,0003,0001,0.60525805
Rena_Sofer,0004,0002,0.7595657
Rena_Sofer,0004,0001,0.61864996
Rena_Sofer,0002,0001,0.56277835
Ivana_Trump,0002,0001,0.47177547
Ivana_Trump,0002,0003,0.5940962
Ivana_Trump,0002,0004,0.52849245
Ivana_Trump,0001,0003,0.52238977
Ivana_Trump,0001,0004,0.43637285
Ivana_Trump,0003,0004,0.7286992
Ahmet_Demir,0001,0002,0.5200243
Emmit_Smith,0001,0002,0.53272665
Amelie_Mauresmo,0002,0003,0.739251
Amelie_Mauresmo,0002,0001,0.49174872
Amelie_Mauresmo,0003,0001,0.565641
Yoelbi_Quesada,0002,0001,0.68821275
Serge_Klarsfeld,0004,0002,0.35143995
Serge_Klarsfeld,0004,0001,0.39810365
Serge_Klarsfeld,0004,0003,0.640298
Serge_Klarsfeld,0002,0001,0.5437366
Serge_Klarsfeld,0002,0003,0.47527796
Serge_Klarsfeld,0001,0003,0.4942767
Louisa_Baileche,0001,0003,0.57174075
Louisa_Baileche,0001,0004,0.6043049
Louisa_Baileche,0001,0002,0.373421
Louisa_Baileche,0003,0004,0.48685732
Louisa_Baileche,0003,0002,0.38582802
Louisa_Baileche,0004,0002,0.31849015
Alex_Sink,0003,0001,0.591359
Alex_Sink,0003,0002,0.6321387
Alex_Sink,0001,0002,0.4351833
John_Lithgow,0004,0003,0.620228
John_Lithgow,0004,0002,0.67837346
John_Lithgow,0004,0001,0.51331973
John_Lithgow,0003,0002,0.60471904
John_Lithgow,0003,0001,0.32030776
John_Lithgow,0002,0001,0.5173737
Julie_Gerberding,0004,0001,0.69926596
Julie_Gerberding,0004,0002,0.68030965
Julie_Gerberding,0004,0003,0.70047665
Julie_Gerberding,0001,0002,0.71891356
Julie_Gerberding,0001,0003,0.761667
Julie_Gerberding,0002,0003,0.7271507
Anton_Balasingham,0003,0002,0.5844383
Anton_Balasingham,0003,0001,0.06695549
Anton_Balasingham,0003,0004,0.54215807
Anton_Balasingham,0002,0001,0.07304124
Anton_Balasingham,0002,0004,0.64144224
Anton_Balasingham,0001,0004,0.11066601
Heather_Whitestone_McCallum,0002,0001,0.5526867
James_Baker,0003,0001,0.35936534
James_Baker,0003,0002,0.47531196
James_Baker,0001,0002,0.44857016
Se_Hyuk_Joo,0002,0001,0.6052254
Hanan_Ashrawi,0004,0002,0.7432768
Hanan_Ashrawi,0004,0003,0.84329695
Hanan_Ashrawi,0004,0001,0.757285
Hanan_Ashrawi,0002,0003,0.73665667
Hanan_Ashrawi,0002,0001,0.8064902
Hanan_Ashrawi,0003,0001,0.7200711
Suzie_McConnell_Serio,0003,0001,0.35535488
Suzie_McConnell_Serio,0003,0004,0.5333874
Suzie_McConnell_Serio,0003,0002,0.2823245
Suzie_McConnell_Serio,0001,0004,0.56948787
Suzie_McConnell_Serio,0001,0002,0.6287817
Suzie_McConnell_Serio,0004,0002,0.43046796
Marcos_Milinkovic,0001,0002,0.4653064
Marcos_Milinkovic,0001,0003,0.68760836
Marcos_Milinkovic,0002,0003,0.48125303
Frank_Wycheck,0001,0003,0.63804317
Frank_Wycheck,0001,0004,0.65018076
Frank_Wycheck,0001,0002,0.56378865
Frank_Wycheck,0003,0004,0.81606907
Frank_Wycheck,0003,0002,0.7295829
Frank_Wycheck,0004,0002,0.72821164
Olivier_Rochus,0002,0001,0.7231753
Stephen_Daldry,0001,0002,0.61208117
Paola_Espinoza,0001,0002,0.6865492
Juergen_Trittin,0003,0001,0.7229631
Juergen_Trittin,0003,0002,0.014711636
Juergen_Trittin,0001,0002,0.017426863
Phil_Gramm,0002,0001,0.49129185
Jean-Pierre_Raffarin,0001,0002,-0.12667783
Lee_Chang_Dong,0002,0001,0.7249349
Gwen_Stefani,0002,0001,0.5080199
Marc_Bulger,0002,0001,0.73682517
Marc_Bulger,0002,0003,0.6502868
Marc_Bulger,0001,0003,0.5894752
Barry_Bonds,0002,0001,0.69225067
Barry_Bonds,0002,0003,0.43090868
Barry_Bonds,0002,0004,0.43391728
Barry_Bonds,0001,0003,0.51156723
Barry_Bonds,0001,0004,0.48107174
Barry_Bonds,0003,0004,0.64169836
Jim_Fassel,0004,0001,0.26660526
Jim_Fassel,0004,0003,0.5994022
Jim_Fassel,0004,0002,0.4832238
Jim_Fassel,0001,0003,0.27945602
Jim_Fassel,0001,0002,0.32567838
Jim_Fassel,0003,0002,0.5074596
Andrea_Yates,0002,0003,0.5115124
Andrea_Yates,0002,0001,0.383437
Andrea_Yates,0003,0001,0.31743732
Pat_Burns,0001,0002,0.5478229
Billy_Donovan,0002,0003,0.75111204
Billy_Donovan,0002,0001,0.5484207
Billy_Donovan,0002,0004,0.66364
Billy_Donovan,0003,0001,0.3913182
Billy_Donovan,0003,0004,0.61543816
Billy_Donovan,0001,0004,0.5329056
Loretta_Lynn_Harper,0002,0001,0.20609294
Junichi_Inamoto,0001,0002,0.5851981
Jennifer_Capriati,0001,0002,0.6744127
Chris_Swecker,0001,0003,0.6308733
Chris_Swecker,0001,0002,0.5842451
Chris_Swecker,0003,0002,0.6601777
Bill_Graham,0001,0002,0.63026905
Richard_Parsons,0002,0003,0.7376418
Richard_Parsons,0002,0001,0.71264195
Richard_Parsons,0003,0001,0.67364186
Stephen_Friedman,0001,0002,0.5637759
Stephen_Friedman,0001,0003,0.6119052
Stephen_Friedman,0002,0003,0.7636347
Benito_Santiago,0003,0001,0.43788275
Benito_Santiago,0003,0002,0.46711212
Benito_Santiago,0003,0004,0.78343153
Benito_Santiago,0001,0002,0.754748
Benito_Santiago,0001,0004,0.4275724
Benito_Santiago,0002,0004,0.46226948
Jason_Priestley,0004,0003,0.41616553
Jason_Priestley,0004,0002,0.3238306
Jason_Priestley,0004,0001,0.29335
Jason_Priestley,0003,0002,0.41811737
Jason_Priestley,0003,0001,0.38802874
Jason_Priestley,0002,0001,0.61687577
Rubens_Barrichello,0003,0001,0.66319585
Rubens_Barrichello,0003,0002,0.6163542
Rubens_Barrichello,0001,0002,0.700855
Annika_Sorenstam,0003,0001,0.60497725
Annika_Sorenstam,0003,0002,0.61512375
Annika_Sorenstam,0003,0004,0.61383355
Annika_Sorenstam,0001,0002,0.5636027
Annika_Sorenstam,0001,0004,0.604921
Annika_Sorenstam,0002,0004,0.6017385
Jeri_Ryan,0002,0001,0.6407895
Matt_Dillon,0002,0001,0.52877736
Raul_Rivero,0002,0003,0.71688426
Raul_Rivero,0002,0001,0.71519077
Raul_Rivero,0003,0001,0.7858912
Daniel_Osorno,0002,0001,0.5038091
Nikki_Cascone,0002,0001,0.62040186
Eva_Herzigova,0001,0002,0.5791879
Kurt_Schottenheimer,0002,0001,0.17150974
Sybille_Schmid,0002,0001,0.080379084
Lee_Tae-sik,0001,0002,0.5844164
Festus_Mogae,0002,0004,0.7390929
Festus_Mogae,0002,0001,0.65348184
Festus_Mogae,0002,0003,0.6812055
Festus_Mogae,0004,0001,0.61264837
Festus_Mogae,0004,0003,0.7286332
Festus_Mogae,0001,0003,0.6394342
Tim_Duncan,0003,0001,0.62528086
Tim_Duncan,0003,0004,0.7416266
Tim_Duncan,0003,0002,0.7452792
Tim_Duncan,0001,0004,0.68123925
Tim_Duncan,0001,0002,0.70778024
Tim_Duncan,0004,0002,0.739658
Felipe_Perez_Roque,0002,0001,0.6601114
Aileen_Riggin_Soule,0001,0002,0.07380106
Noah_Wyle,0003,0001,0.70889294
Noah_Wyle,0003,0004,0.7707797
Noah_Wyle,0003,0002,0.7068551
Noah_Wyle,0001,0004,0.7549201
Noah_Wyle,0001,0002,0.6637371
Noah_Wyle,0004,0002,0.76136535
Alyson_Hannigan,0002,0003,0.58654225
Alyson_Hannigan,0002,0004,0.48752123
Alyson_Hannigan,0002,0001,0.57604396
Alyson_Hannigan,0003,0004,0.5039012
Alyson_Hannigan,0003,0001,0.59820426
Alyson_Hannigan,0004,0001,0.6269458
Benjamin_Martinez,0001,0002,0.029430125
Gavin_Degraw,0004,0003,0.63360345
Gavin_Degraw,0004,0002,0.76977587
Gavin_Degraw,0004,0001,0.60118014
Gavin_Degraw,0003,0002,0.6385161
Gavin_Degraw,0003,0001,0.6497755
Gavin_Degraw,0002,0001,0.6591151
Ellen_Saracini,0001,0004,0.5289124
Ellen_Saracini,0001,0002,0.6137379
Ellen_Saracini,0001,0003,0.59264225
Ellen_Saracini,0004,0002,0.61462635
Ellen_Saracini,0004,0003,0.6169561
Ellen_Saracini,0002,0003,0.65092814
Tom_McClintock,0002,0001,0.74968135
Kwame_Kilpatrick,0001,0002,0.6788932
Kwame_Kilpatrick,0001,0003,0.694029
Kwame_Kilpatrick,0002,0003,0.6465274
Chan_Ho_Park,0003,0002,0.55034196
Chan_Ho_Park,0003,0001,0.65556896
Chan_Ho_Park,0002,0001,0.5456555
Melissa_Gilbert,0004,0003,0.49532974
Melissa_Gilbert,0004,0001,0.28223455
Melissa_Gilbert,0004,0002,0.53115934
Melissa_Gilbert,0003,0001,0.393498
Melissa_Gilbert,0003,0002,0.6085876
Melissa_Gilbert,0001,0002,0.30615637
David_Bowie,0003,0004,0.44018155
David_Bowie,0003,0001,0.55825746
David_Bowie,0003,0002,0.70902383
David_Bowie,0004,0001,0.50396717
David_Bowie,0004,0002,0.54594314
David_Bowie,0001,0002,0.67274284
Daniell_Sunjata,0001,0002,0.8725673
Daniell_Sunjata,0001,0003,0.7554601
Daniell_Sunjata,0002,0003,0.7729858
Saddam_Hussein,0003,0001,0.13262281
Saddam_Hussein,0003,0004,0.7010572
Saddam_Hussein,0003,0002,0.6219783
